A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,4,0.29998,0.24549,0.18974,0.13321,0.07623,0.01947,-0.03676,-0.09193,-0.14538,-0.19674,-0.24530,-0.29089,-0.33294,-0.37082,-0.40416,-0.43287,-0.45626,-0.47463,-0.48749,-0.49467,-0.49620,-0.49217,-0.48270,-0.46795,-0.44796,-0.42331,-0.39414,-0.36085,-0.32395,-0.28382,-0.24096,-0.19610,-0.14971,-0.10208,-0.05412,-0.00614,0.04135,0.08797,0.13316,0.17657,0.21799,0.25709,0.29358,0.32766,0.35908,0.38795,0.41401,0.43761,0.45907,0.47848,0.49605,0.51200,0.52679,0.54074,0.55371,0.56611,0.57840,0.59048,0.60271,0.61519,0.62800,0.64120,0.65473,0.66857,0.68289,0.69740,0.71183,0.72621,0.74047,0.75432,0.76771,0.78033,0.79233,0.80341,0.81337,0.82237,0.82987,0.83597,0.84048,0.84328,0.84435,0.84369,0.84108,0.83640,0.82974,0.82073,0.80918,0.79526,0.77860,0.75927,0.73714,0.71200,0.68383,0.65248,0.61836,0.58112,0.54094,0.49778,0.45198,0.40341,0.35265
1,0,-0.18309,-0.24321,-0.29898,-0.35034,-0.39717,-0.43971,-0.47806,-0.51260,-0.54347,-0.57095,-0.59530,-0.61715,-0.63666,-0.65462,-0.67131,-0.68701,-0.70211,-0.71730,-0.73295,-0.74933,-0.76651,-0.78515,-0.80540,-0.82712,-0.85070,-0.87588,-0.90301,-0.93189,-0.96217,-0.99366,-1.02637,-1.05942,-1.09254,-1.12568,-1.15803,-1.18902,-1.21814,-1.24477,-1.26855,-1.28837,-1.30391,-1.31459,-1.31985,-1.31924,-1.31203,-1.29798,-1.27677,-1.24788,-1.21102,-1.16630,-1.11369,-1.05290,-0.98432,-0.90796,-0.82424,-0.73395,-0.63724,-0.53508,-0.42791,-0.31674,-0.20218,-0.08566,0.03207,0.14981,0.26664,0.38127,0.49256,0.59957,0.70129,0.79666,0.88472,0.96459,1.03557,1.09710,1.14856,1.18960,1.21997,1.23966,1.24847,1.24683,1.23467,1.21275,1.18115,1.14061,1.09199,1.03591,0.97325,0.90482,0.83150,0.75419,0.67387,0.59154,0.50786,0.42371,0.33985,0.25702,0.17609,0.09762,0.02208,-0.05022,-0.11876
1,0,0.55826,0.58824,0.61906,0.65050,0.68269,0.71481,0.74675,0.77809,0.80838,0.83709,0.86409,0.88898,0.91131,0.93093,0.94734,0.96043,0.97007,0.97577,0.97745,0.97519,0.96914,0.95903,0.94473,0.92672,0.90471,0.87921,0.85043,0.81865,0.78406,0.74697,0.70799,0.66743,0.62555,0.58289,0.53988,0.49720,0.45491,0.41340,0.37327,0.33508,0.29881,0.26490,0.23397,0.20575,0.18052,0.15849,0.13980,0.12448,0.11247,0.10362,0.09812,0.09560,0.09573,0.09850,0.10364,0.11095,0.11998,0.13045,0.14227,0.15499,0.16827,0.18206,0.19607,0.20985,0.22337,0.23635,0.24849,0.26001,0.27059,0.28005,0.28869,0.29613,0.30257,0.30782,0.31199,0.31529,0.31784,0.31955,0.32068,0.32135,0.32143,0.32151,0.32159,0.32187,0.32268,0.32406,0.32632,0.32964,0.33416,0.34015,0.34759,0.35680,0.36794,0.38105,0.39611,0.41336,0.43258,0.45399,0.47753,0.50274,0.52958
1,0,-0.94053,-0.94668,-0.94436,-0.93354,-0.91455,-0.88720,-0.85195,-0.80924,-0.75940,-0.70289,-0.64013,-0.57193,-0.49878,-0.42122,-0.33996,-0.25570,-0.16868,-0.07975,0.01087,0.10193,0.19342,0.28466,0.37547,0.46533,0.55357,0.64013,0.72467,0.80663,0.88600,0.96223,1.03532,1.10481,1.17057,1.23260,1.29035,1.34371,1.39262,1.43724,1.47695,1.51207,1.54226,1.56754,1.58841,1.60462,1.61597,1.62311,1.62592,1.62476,1.61964,1.61123,1.59939,1.58450,1.56689,1.54699,1.52487,1.50082,1.47511,1.44794,1.41945,1.38988,1.35902,1.32712,1.29459,1.26091,1.22608,1.19019,1.15313,1.11439,1.07407,1.03197,0.98786,0.94158,0.89286,0.84160,0.78759,0.73055,0.67060,0.60772,0.54176,0.47285,0.40095,0.32650,0.24987,0.17128,0.09073,0.00915,-0.07311,-0.15527,-0.23706,-0.31759,-0.39625,-0.47228,-0.54484,-0.61342,-0.67718,-0.73558,-0.78787,-0.83344,-0.87184,-0.90267,-0.92561
1,0,1.82520,1.77139,1.71251,1.64899,1.58166,1.51091,1.43741,1.36238,1.28656,1.21061,1.13562,1.06260,0.99229,0.92556,0.86327,0.80654,0.75589,0.71200,0.67554,0.64691,0.62624,0.61409,0.61049,0.61534,0.62893,0.65055,0.67989,0.71675,0.76015,0.80958,0.86440,0.92356,0.98594,1.05063,1.11693,1.18353,1.24937,1.31372,1.37575,1.43434,1.48882,1.53860,1.58286,1.62113,1.65329,1.67903,1.69834,1.71129,1.71791,1.71870,1.71395,1.70425,1.68989,1.67183,1.65065,1.62713,1.60207,1.57611,1.55003,1.52454,1.50035,1.47812,1.45841,1.44174,1.42831,1.41858,1.41281,1.41103,1.41376,1.42061,1.43161,1.44660,1.46564,1.48813,1.51383,1.54251,1.57383,1.60738,1.64286,1.67962,1.71685,1.75432,1.79171,1.82835,1.86371,1.89723,1.92835,1.95651,1.98136,2.00244,2.01895,2.03073,2.03733,2.03843,2.03359,2.02257,2.00525,1.98185,1.95200,1.91581,1.87355
1,0,1.49389,1.47688,1.45263,1.42196,1.38514,1.34260,1.29522,1.24319,1.18713,1.12750,1.06483,0.99939,0.93160,0.86172,0.79032,0.71724,0.64303,0.56792,0.49206,0.41546,0.33842,0.26108,0.18357,0.10610,0.02866,-0.04850,-0.12528,-0.20176,-0.27750,-0.35262,-0.42697,-0.50043,-0.57292,-0.64429,-0.71448,-0.78339,-0.85116,-0.91757,-0.98244,-1.04591,-1.10780,-1.16823,-1.22709,-1.28426,-1.33974,-1.39326,-1.44490,-1.49447,-1.54171,-1.58664,-1.62907,-1.66859,-1.70503,-1.73801,-1.76705,-1.79173,-1.81176,-1.82671,-1.83603,-1.83917,-1.83576,-1.82533,-1.80742,-1.78174,-1.74764,-1.70498,-1.65370,-1.59331,-1.52407,-1.44586,-1.35884,-1.26331,-1.15999,-1.04919,-0.93149,-0.80764,-0.67862,-0.54527,-0.40857,-0.26963,-0.12954,0.01061,0.14938,0.28608,0.41946,0.54828,0.67167,0.78862,0.89830,1.00001,1.09336,1.17770,1.25262,1.31772,1.37314,1.41862,1.45421,1.48018,1.49680,1.50442,1.50328
1,0,0.72100,0.72802,0.73591,0.74490,0.75508,0.76637,0.77901,0.79292,0.80826,0.82484,0.84276,0.86197,0.88248,0.90418,0.92722,0.95121,0.97593,1.00152,1.02771,1.05428,1.08096,1.10755,1.13388,1.15993,1.18544,1.21017,1.23396,1.25670,1.27809,1.29813,1.31684,1.33385,1.34913,1.36271,1.37442,1.38424,1.39228,1.39835,1.40253,1.40477,1.40510,1.40338,1.39978,1.39451,1.38729,1.37829,1.36780,1.35573,1.34199,1.32699,1.31087,1.29347,1.27526,1.25609,1.23606,1.21548,1.19477,1.17372,1.15236,1.13096,1.10970,1.08847,1.06752,1.04689,1.02664,1.00684,0.98743,0.96861,0.95012,0.93220,0.91476,0.89789,0.88155,0.86585,0.85051,0.83567,0.82163,0.80810,0.79518,0.78309,0.77172,0.76111,0.75122,0.74206,0.73376,0.72624,0.71966,0.71397,0.70924,0.70529,0.70212,0.69968,0.69821,0.69759,0.69772,0.69871,0.70050,0.70283,0.70599,0.71012,0.71516
1,0,-1.10637,-1.13431,-1.16126,-1.18664,-1.21034,-1.23165,-1.25035,-1.26606,-1.27853,-1.28747,-1.29281,-1.29445,-1.29222,-1.28612,-1.27624,-1.26252,-1.24529,-1.22457,-1.20055,-1.17326,-1.14309,-1.11043,-1.07531,-1.03810,-0.99898,-0.95818,-0.91604,-0.87260,-0.82827,-0.78304,-0.73722,-0.69117,-0.64488,-0.59856,-0.55244,-0.50644,-0.46125,-0.41691,-0.37347,-0.33127,-0.29031,-0.25117,-0.21402,-0.17908,-0.14641,-0.11670,-0.08988,-0.06648,-0.04652,-0.03018,-0.01789,-0.00979,-0.00588,-0.00657,-0.01123,-0.02029,-0.03356,-0.05088,-0.07216,-0.09693,-0.12492,-0.15595,-0.18942,-0.22480,-0.26183,-0.30003,-0.33850,-0.37711,-0.41513,-0.45225,-0.48803,-0.52191,-0.55403,-0.58374,-0.61110,-0.63594,-0.65842,-0.67833,-0.69596,-0.71132,-0.72500,-0.73709,-0.74800,-0.75793,-0.76772,-0.77748,-0.78767,-0.79842,-0.81039,-0.82377,-0.83866,-0.85538,-0.87401,-0.89445,-0.91657,-0.94060,-0.96616,-0.99302,-1.02090,-1.04928,-1.07793
1,0,-0.81419,-0.80282,-0.79076,-0.77772,-0.76385,-0.74924,-0.73379,-0.71756,-0.70041,-0.68223,-0.66352,-0.64391,-0.62373,-0.60276,-0.58120,-0.55934,-0.53739,-0.51533,-0.49345,-0.47151,-0.44994,-0.42911,-0.40909,-0.38968,-0.37134,-0.35396,-0.33800,-0.32357,-0.31057,-0.29931,-0.28976,-0.28213,-0.27643,-0.27261,-0.27052,-0.27046,-0.27240,-0.27643,-0.28226,-0.29012,-0.29991,-0.31155,-0.32495,-0.34017,-0.35695,-0.37532,-0.39532,-0.41667,-0.43935,-0.46334,-0.48816,-0.51401,-0.54092,-0.56829,-0.59600,-0.62411,-0.65255,-0.68073,-0.70860,-0.73618,-0.76299,-0.78891,-0.81390,-0.83759,-0.86009,-0.88073,-0.89980,-0.91710,-0.93289,-0.94658,-0.95813,-0.96793,-0.97590,-0.98212,-0.98647,-0.98899,-0.99016,-0.98977,-0.98801,-0.98522,-0.98119,-0.97642,-0.97069,-0.96462,-0.95783,-0.95071,-0.94335,-0.93580,-0.92815,-0.92034,-0.91237,-0.90433,-0.89639,-0.88826,-0.87999,-0.87162,-0.86304,-0.85419,-0.84502,-0.83527,-0.82500
1,0,0.55764,0.61326,0.66608,0.71598,0.76271,0.80639,0.84696,0.88417,0.91833,0.94917,0.97712,1.00212,1.02449,1.04423,1.06131,1.07619,1.08891,1.09984,1.10859,1.11572,1.12129,1.12516,1.12796,1.12943,1.12956,1.12840,1.12599,1.12224,1.11719,1.11076,1.10267,1.09322,1.08205,1.06915,1.05430,1.03731,1.01851,0.99761,0.97475,0.94972,0.92238,0.89312,0.86203,0.82929,0.79479,0.75875,0.72138,0.68286,0.64336,0.60312,0.56236,0.52114,0.47974,0.43804,0.39633,0.35446,0.31248,0.27078,0.22918,0.18760,0.14609,0.10454,0.06316,0.02191,-0.01914,-0.06021,-0.10051,-0.14045,-0.17956,-0.21748,-0.25384,-0.28818,-0.32038,-0.34982,-0.37590,-0.39845,-0.41685,-0.43093,-0.44014,-0.44386,-0.44218,-0.43465,-0.42139,-0.40219,-0.37739,-0.34696,-0.31088,-0.26970,-0.22385,-0.17378,-0.11977,-0.06266,-0.00276,0.05894,0.12218,0.18644,0.25077,0.31477,0.37796,0.43964,0.49962
1,0,-1.63140,-1.72425,-1.81726,-1.90998,-2.00186,-2.09207,-2.18033,-2.26588,-2.34819,-2.42642,-2.49997,-2.56871,-2.63182,-2.68883,-2.73945,-2.78305,-2.81973,-2.84924,-2.87174,-2.88670,-2.89444,-2.89519,-2.88914,-2.87694,-2.85862,-2.83498,-2.80653,-2.77412,-2.73812,-2.69917,-2.65826,-2.61576,-2.57236,-2.52889,-2.48559,-2.44300,-2.40120,-2.36105,-2.32245,-2.28555,-2.25022,-2.21636,-2.18409,-2.15286,-2.12256,-2.09270,-2.06296,-2.03274,-2.00164,-1.96942,-1.93569,-1.89970,-1.86139,-1.82034,-1.77657,-1.72954,-1.67950,-1.62639,-1.57041,-1.51180,-1.45047,-1.38705,-1.32202,-1.25560,-1.18850,-1.12127,-1.05442,-0.98859,-0.92443,-0.86264,-0.80357,-0.74795,-0.69636,-0.64928,-0.60691,-0.56986,-0.53868,-0.51319,-0.49401,-0.48124,-0.47480,-0.47503,-0.48174,-0.49519,-0.51501,-0.54119,-0.57346,-0.61179,-0.65607,-0.70593,-0.76113,-0.82138,-0.88648,-0.95616,-1.02977,-1.10732,-1.18846,-1.27257,-1.35947,-1.44859,-1.53949
1,0,1.31675,1.38396,1.44642,1.50385,1.55639,1.60379,1.64631,1.68394,1.71662,1.74450,1.76797,1.78721,1.80188,1.81268,1.81969,1.82304,1.82284,1.81960,1.81316,1.80397,1.79203,1.77772,1.76095,1.74205,1.72100,1.69789,1.67290,1.64615,1.61737,1.58659,1.55423,1.51989,1.48363,1.44530,1.40490,1.36231,1.31749,1.27034,1.22059,1.16831,1.11334,1.05548,0.99483,0.93131,0.86487,0.79541,0.72322,0.64806,0.57002,0.48965,0.40682,0.32188,0.23530,0.14728,0.05829,-0.03120,-0.12032,-0.20871,-0.29580,-0.38072,-0.46282,-0.54144,-0.61588,-0.68509,-0.74880,-0.80582,-0.85577,-0.89825,-0.93237,-0.95791,-0.97461,-0.98202,-0.98005,-0.96861,-0.94788,-0.91788,-0.87869,-0.83073,-0.77462,-0.71078,-0.63951,-0.56189,-0.47825,-0.38953,-0.29608,-0.19897,-0.09896,0.00328,0.10712,0.21154,0.31610,0.42018,0.52304,0.62409,0.72277,0.81882,0.91176,1.00107,1.08644,1.16775,1.24451
1,0,0.45064,0.57931,0.70386,0.82357,0.93783,1.04631,1.14870,1.24431,1.33344,1.41597,1.49140,1.56027,1.62238,1.67809,1.72739,1.77040,1.80762,1.83916,1.86532,1.88621,1.90201,1.91317,1.91989,1.92211,1.92000,1.91376,1.90352,1.88911,1.87093,1.84865,1.82254,1.79247,1.75863,1.72113,1.67968,1.63477,1.58611,1.53396,1.47853,1.41979,1.35799,1.29337,1.22593,1.15621,1.08410,1.00980,0.93362,0.85547,0.77561,0.69426,0.61134,0.52688,0.44101,0.35366,0.26511,0.17519,0.08394,-0.00855,-0.10232,-0.19716,-0.29287,-0.38934,-0.48635,-0.58324,-0.67993,-0.77546,-0.86974,-0.96191,-1.05146,-1.13741,-1.21901,-1.29560,-1.36630,-1.43021,-1.48660,-1.53462,-1.57352,-1.60272,-1.62176,-1.62982,-1.62688,-1.61257,-1.58664,-1.54929,-1.50045,-1.44056,-1.36978,-1.28892,-1.19840,-1.09887,-0.99109,-0.87612,-0.75495,-0.62838,-0.49756,-0.36352,-0.22733,-0.09016,0.04739,0.18404,0.31869
1,1,-1.30075,-1.31320,-1.33003,-1.35127,-1.37686,-1.40671,-1.44049,-1.47783,-1.51829,-1.56141,-1.60676,-1.65350,-1.70109,-1.74898,-1.79639,-1.84257,-1.88687,-1.92885,-1.96776,-2.00275,-2.03379,-2.06030,-2.08202,-2.09822,-2.10870,-2.11345,-2.11227,-2.10483,-2.09145,-2.07202,-2.04673,-2.01549,-1.97860,-1.93635,-1.88887,-1.83663,-1.78019,-1.71976,-1.65568,-1.58853,-1.51875,-1.44751,-1.37482,-1.30151,-1.22814,-1.15563,-1.08461,-1.01575,-0.94960,-0.88710,-0.82880,-0.77518,-0.72707,-0.68471,-0.64849,-0.61923,-0.59673,-0.58128,-0.57309,-0.57179,-0.57774,-0.59031,-0.60933,-0.63426,-0.66463,-0.70003,-0.73976,-0.78289,-0.82893,-0.87700,-0.92628,-0.97602,-1.02550,-1.07385,-1.12069,-1.16514,-1.20655,-1.24485,-1.27915,-1.30922,-1.33501,-1.35630,-1.37298,-1.38517,-1.39302,-1.39672,-1.39661,-1.39316,-1.38656,-1.37766,-1.36680,-1.35472,-1.34214,-1.32945,-1.31757,-1.30678,-1.29805,-1.29188,-1.28858,-1.28877,-1.29272
1,1,0.84144,0.90889,0.97789,1.04849,1.11995,1.19203,1.26420,1.33630,1.40731,1.47705,1.54484,1.61011,1.67242,1.73146,1.78641,1.83718,1.88323,1.92445,1.96047,1.99133,2.01678,2.03685,2.05171,2.06143,2.06596,2.06574,2.06100,2.05184,2.03856,2.02165,2.00117,1.97759,1.95119,1.92191,1.89017,1.85595,1.81969,1.78120,1.74063,1.69813,1.65362,1.60703,1.55844,1.50768,1.45484,1.40010,1.34339,1.28451,1.22361,1.16076,1.09625,1.03029,0.96303,0.89462,0.82541,0.75573,0.68620,0.61696,0.54858,0.48151,0.41628,0.35338,0.29308,0.23572,0.18175,0.13179,0.08612,0.04473,0.00815,-0.02367,-0.05048,-0.07231,-0.08909,-0.10101,-0.10818,-0.11078,-0.10908,-0.10294,-0.09308,-0.07965,-0.06263,-0.04246,-0.01939,0.00630,0.03432,0.06485,0.09730,0.13197,0.16843,0.20724,0.24777,0.29051,0.33518,0.38213,0.43139,0.48281,0.53668,0.59305,0.65158,0.71259,0.77598
1,1,-0.39778,-0.41563,-0.43017,-0.44113,-0.44835,-0.45202,-0.45196,-0.44830,-0.44108,-0.43047,-0.41675,-0.39998,-0.38072,-0.35907,-0.33569,-0.31075,-0.28472,-0.25824,-0.23140,-0.20524,-0.18003,-0.15621,-0.13453,-0.11540,-0.09934,-0.08667,-0.07790,-0.07351,-0.07351,-0.07826,-0.08788,-0.10246,-0.12172,-0.14583,-0.17429,-0.20683,-0.24339,-0.28318,-0.32573,-0.37048,-0.41661,-0.46352,-0.51039,-0.55665,-0.60144,-0.64415,-0.68422,-0.72074,-0.75308,-0.78079,-0.80349,-0.82068,-0.83208,-0.83745,-0.83658,-0.82962,-0.81628,-0.79716,-0.77224,-0.74179,-0.70646,-0.66646,-0.62220,-0.57459,-0.52421,-0.47178,-0.41798,-0.36358,-0.30945,-0.25599,-0.20417,-0.15435,-0.10743,-0.06406,-0.02473,0.01038,0.04062,0.06581,0.08570,0.09994,0.10856,0.11189,0.10994,0.10281,0.09075,0.07420,0.05372,0.02944,0.00204,-0.02810,-0.06012,-0.09366,-0.12821,-0.16312,-0.19799,-0.23220,-0.26521,-0.29641,-0.32558,-0.35240,-0.37651
1,1,-0.48579,-0.39176,-0.29177,-0.18696,-0.07853,0.03225,0.14422,0.25608,0.36669,0.47521,0.58011,0.68070,0.77608,0.86542,0.94827,1.02395,1.09247,1.15318,1.20609,1.25121,1.28882,1.31917,1.34259,1.35957,1.37060,1.37634,1.37705,1.37354,1.36652,1.35654,1.34435,1.33045,1.31544,1.29978,1.28391,1.26834,1.25318,1.23876,1.22541,1.21305,1.20177,1.19170,1.18278,1.17483,1.16765,1.16093,1.15486,1.14872,1.14267,1.13637,1.12925,1.12127,1.11221,1.10171,1.08972,1.07579,1.05958,1.04099,1.01980,0.99575,0.96862,0.93840,0.90488,0.86793,0.82709,0.78252,0.73389,0.68129,0.62481,0.56425,0.49982,0.43153,0.35961,0.28432,0.20608,0.12532,0.04236,-0.04214,-0.12743,-0.21285,-0.29748,-0.38055,-0.46096,-0.53786,-0.61039,-0.67747,-0.73821,-0.79147,-0.83659,-0.87265,-0.89915,-0.91515,-0.92063,-0.91505,-0.89815,-0.87011,-0.83101,-0.78122,-0.72094,-0.65113,-0.57252
1,1,1.59166,1.68257,1.77332,1.86333,1.95158,2.03716,2.11939,2.19761,2.27081,2.33872,2.40044,2.45555,2.50327,2.54340,2.57584,2.60009,2.61627,2.62434,2.62422,2.61652,2.60112,2.57856,2.54930,2.51367,2.47233,2.42591,2.37495,2.31989,2.26164,2.20063,2.13756,2.07310,2.00739,1.94129,1.87523,1.80925,1.74380,1.67927,1.61590,1.55363,1.49279,1.43366,1.37601,1.31964,1.26494,1.21175,1.15993,1.10976,1.06110,1.01360,0.96781,0.92342,0.88044,0.83932,0.79959,0.76151,0.72526,0.69074,0.65828,0.62786,0.59943,0.57328,0.54909,0.52731,0.50786,0.49037,0.47491,0.46188,0.45074,0.44160,0.43441,0.42899,0.42552,0.42381,0.42381,0.42560,0.42897,0.43433,0.44166,0.45121,0.46326,0.47756,0.49489,0.51540,0.53921,0.56659,0.59787,0.63329,0.67324,0.71775,0.76701,0.82107,0.87997,0.94369,1.01204,1.08473,1.16170,1.24223,1.32623,1.41293,1.50145
1,1,-0.76002,-0.76171,-0.76168,-0.76010,-0.75716,-0.75308,-0.74814,-0.74260,-0.73636,-0.73007,-0.72407,-0.71843,-0.71340,-0.70943,-0.70640,-0.70497,-0.70530,-0.70762,-0.71228,-0.71931,-0.72885,-0.74086,-0.75568,-0.77292,-0.79263,-0.81455,-0.83867,-0.86449,-0.89160,-0.91951,-0.94809,-0.97620,-1.00372,-1.02963,-1.05333,-1.07433,-1.09189,-1.10522,-1.11379,-1.11730,-1.11496,-1.10666,-1.09195,-1.07049,-1.04236,-1.00743,-0.96587,-0.91800,-0.86411,-0.80506,-0.74108,-0.67305,-0.60175,-0.52811,-0.45286,-0.37726,-0.30207,-0.22845,-0.15722,-0.08932,-0.02559,0.03271,0.08534,0.13138,0.17037,0.20203,0.22603,0.24234,0.25067,0.25126,0.24438,0.23056,0.20994,0.18316,0.15053,0.11314,0.07149,0.02644,-0.02146,-0.07123,-0.12222,-0.17386,-0.22539,-0.27625,-0.32589,-0.37388,-0.41973,-0.46304,-0.50374,-0.54158,-0.57627,-0.60795,-0.63633,-0.66140,-0.68349,-0.70252,-0.71854,-0.73181,-0.74249,-0.75058,-0.75638
1,1,0.61151,0.53946,0.46699,0.39455,0.32290,0.25292,0.18498,0.11962,0.05773,-0.00013,-0.05342,-0.10147,-0.14389,-0.18025,-0.20982,-0.23264,-0.24829,-0.25651,-0.25707,-0.25009,-0.23560,-0.21358,-0.18412,-0.14759,-0.10421,-0.05439,0.00130,0.06222,0.12813,0.19816,0.27174,0.34805,0.42645,0.50637,0.58684,0.66738,0.74696,0.82521,0.90153,0.97509,1.04531,1.11180,1.17422,1.23216,1.28530,1.33342,1.37616,1.41364,1.44578,1.47300,1.49497,1.51197,1.52433,1.53237,1.53642,1.53686,1.53428,1.52875,1.52101,1.51130,1.50028,1.48833,1.47596,1.46359,1.45146,1.44001,1.42938,1.41977,1.41165,1.40491,1.39962,1.39567,1.39301,1.39157,1.39105,1.39149,1.39229,1.39330,1.39385,1.39372,1.39260,1.38985,1.38506,1.37792,1.36808,1.35501,1.33852,1.31831,1.29398,1.26539,1.23269,1.19546,1.15370,1.10764,1.05733,1.00304,0.94511,0.88355,0.81887,0.75178,0.68252
1,1,0.07499,0.11235,0.15105,0.19091,0.23146,0.27267,0.31422,0.35581,0.39707,0.43721,0.47620,0.51324,0.54823,0.58056,0.60973,0.63549,0.65739,0.67513,0.68835,0.69694,0.70068,0.69955,0.69350,0.68263,0.66677,0.64660,0.62194,0.59336,0.56127,0.52591,0.48779,0.44724,0.40506,0.36169,0.31751,0.27294,0.22855,0.18475,0.14189,0.10034,0.06050,0.02252,-0.01357,-0.04778,-0.07970,-0.10942,-0.13750,-0.16331,-0.18744,-0.20994,-0.23120,-0.25142,-0.27046,-0.28885,-0.30656,-0.32402,-0.34085,-0.35737,-0.37378,-0.38999,-0.40580,-0.42096,-0.43567,-0.44982,-0.46295,-0.47513,-0.48603,-0.49534,-0.50300,-0.50884,-0.51280,-0.51459,-0.51446,-0.51203,-0.50774,-0.50131,-0.49278,-0.48240,-0.47022,-0.45675,-0.44177,-0.42533,-0.40788,-0.38951,-0.37042,-0.35068,-0.33040,-0.30947,-0.28811,-0.26602,-0.24332,-0.22008,-0.19596,-0.17100,-0.14494,-0.11774,-0.08926,-0.05934,-0.02793,0.00482,0.03914
1,1,-0.45938,-0.56850,-0.67865,-0.78914,-0.89930,-1.00804,-1.11469,-1.21812,-1.31747,-1.41186,-1.50007,-1.58135,-1.65465,-1.71943,-1.77476,-1.81992,-1.85429,-1.87768,-1.88939,-1.88948,-1.87788,-1.85465,-1.82004,-1.77424,-1.71809,-1.65204,-1.57681,-1.49313,-1.40226,-1.30513,-1.20289,-1.09638,-0.98670,-0.87516,-0.76280,-0.65048,-0.53932,-0.43016,-0.32375,-0.22086,-0.12186,-0.02763,0.06186,0.14612,0.22505,0.29871,0.36698,0.43021,0.48864,0.54226,0.59136,0.63654,0.67785,0.71590,0.75092,0.78326,0.81314,0.84094,0.86678,0.89102,0.91375,0.93500,0.95491,0.97331,0.99048,1.00610,1.01996,1.03236,1.04293,1.05161,1.05828,1.06252,1.06454,1.06391,1.06057,1.05437,1.04509,1.03270,1.01694,0.99790,0.97542,0.94910,0.91908,0.88520,0.84739,0.80537,0.75905,0.70843,0.65326,0.59374,0.52956,0.46086,0.38754,0.30951,0.22708,0.14014,0.04899,-0.04608,-0.14496,-0.24703,-0.35192
1,1,1.06312,1.02947,0.99673,0.96564,0.93652,0.90980,0.88588,0.86544,0.84880,0.83629,0.82818,0.82512,0.82702,0.83434,0.84733,0.86611,0.89030,0.92036,0.95585,0.99669,1.04281,1.09348,1.14841,1.20692,1.26877,1.33332,1.39961,1.46763,1.53643,1.60519,1.67353,1.74057,1.80581,1.86869,1.92892,1.98578,2.03907,2.08838,2.13336,2.17411,2.21026,2.24231,2.26953,2.29220,2.31074,2.32493,2.33518,2.34176,2.34511,2.34531,2.34246,2.33711,2.32952,2.31984,2.30831,2.29520,2.28074,2.26510,2.24839,2.23069,2.21217,2.19291,2.17295,2.15236,2.13094,2.10903,2.08637,2.06317,2.03945,2.01502,1.99021,1.96485,1.93913,1.91290,1.88644,1.85961,1.83250,1.80515,1.77782,1.75027,1.72265,1.69469,1.66687,1.63880,1.61052,1.58208,1.55339,1.52439,1.49492,1.46499,1.43448,1.40342,1.37149,1.33898,1.30591,1.27201,1.23762,1.20280,1.16771,1.13268,1.09768
1,1,0.23693,0.22792,0.21436,0.19678,0.17569,0.15196,0.12566,0.09769,0.06824,0.03784,0.00703,-0.02392,-0.05457,-0.08478,-0.11414,-0.14260,-0.17000,-0.19634,-0.22144,-0.24552,-0.26840,-0.29047,-0.31190,-0.33296,-0.35375,-0.37473,-0.39596,-0.41794,-0.44079,-0.46500,-0.49087,-0.51845,-0.54809,-0.57991,-0.61414,-0.65077,-0.69004,-0.73172,-0.77607,-0.82258,-0.87128,-0.92207,-0.97468,-1.02871,-1.08398,-1.14020,-1.19696,-1.25382,-1.31046,-1.36633,-1.42105,-1.47439,-1.52559,-1.57455,-1.62060,-1.66349,-1.70250,-1.73762,-1.76811,-1.79365,-1.81385,-1.82825,-1.83685,-1.83892,-1.83451,-1.82319,-1.80490,-1.77960,-1.74717,-1.70764,-1.66124,-1.60791,-1.54812,-1.48212,-1.41055,-1.33349,-1.25204,-1.16652,-1.07775,-0.98672,-0.89390,-0.80039,-0.70673,-0.61419,-0.52340,-0.43518,-0.35018,-0.26898,-0.19259,-0.12128,-0.05587,0.00343,0.05646,0.10260,0.14218,0.17482,0.20083,0.22021,0.23319,0.24008,0.24114
