GROUP,_IND,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99
1,1,162.08957,161.92815,161.50002,161.03515,160.43129,159.28558,159.48924,152.10227,132.81675,116.20056,102.51565,91.41177,83.16568,77.14090,73.34343,71.62043,71.26699,71.39361,71.46385,71.32504,70.99866,70.85996,71.34892,72.35022,73.64865,74.72777,75.13580,75.10762,75.78170,78.08279,82.59305,89.49224,98.30971,107.80751,116.26842,121.71616,122.61164,119.07575,111.88301,101.96842,90.92191,81.02812,72.48406,66.28880,63.12775,62.12907,62.19632,62.27052,61.10449,57.90731,53.04094,47.05233,40.77651,34.85205,29.52825,25.06892,21.47311,18.67062,16.57666,15.04249,13.93317,13.17520,12.67936,12.33820,12.12030,11.99884,11.95588,11.97123,12.01366,12.06917,12.12392,12.17424,12.24270,12.36901,12.53002,12.67802,12.79066,12.87679,12.91699,12.88248,12.76396,12.57288,12.32584,12.05691,11.78934,11.51175,11.20932,10.93988,10.69006,10.43506,10.19255,9.99320,9.77392,9.53365,9.30184,9.06761,8.81019,8.62264,8.52637,8.44054
1,1,56.18953,56.04861,55.90943,55.81809,55.70482,55.57325,55.28233,55.29729,54.29417,51.14128,47.52093,43.84112,40.50245,37.82666,36.02429,35.15903,34.91720,35.03796,35.29515,35.47080,35.47477,35.33849,35.12352,34.90339,34.62264,34.12291,33.57024,33.30926,33.47185,34.19839,35.68037,38.39501,42.41734,47.37351,52.67034,57.77327,62.51196,66.29266,68.29310,68.32941,66.19295,62.22657,57.15097,51.63456,45.67549,39.47518,33.57923,28.34355,24.38712,22.12450,21.59120,22.74374,25.44632,29.36211,33.92538,38.53407,42.60745,46.00037,48.19645,48.82114,47.84789,45.18569,41.16612,36.15456,30.43196,24.47687,18.66327,13.17567,8.43109,4.66348,2.55013,4.18671,5.01175,5.02759,4.50992,2.43595,4.03639,8.65749,13.99008,20.47130,27.40042,34.31988,40.84354,46.45829,50.86607,53.97162,55.52703,54.89561,52.36336,48.32916,43.17293,37.08313,30.39231,23.61568,17.18269,11.50808,6.98074,3.82840,2.07472,1.48595
1,1,140.37207,138.13582,139.11183,137.19129,128.84713,116.82092,106.88195,101.07175,99.00197,100.62147,105.23054,111.38711,117.78235,122.98480,125.31281,124.32646,120.66641,115.74597,111.17034,108.05449,106.75683,107.18498,108.53169,109.60889,109.71342,108.35970,105.71472,102.21310,97.96902,92.67750,86.26173,79.25905,72.39452,66.09557,60.62829,55.69949,50.95595,46.22250,41.44057,36.78370,32.46303,28.65318,25.42999,22.75317,20.67494,19.10951,17.94731,17.14024,16.56668,16.12575,15.73260,15.31394,14.82183,14.24885,13.59351,12.89039,12.19595,11.57519,11.17263,11.12932,11.61275,12.82863,14.99824,18.37662,23.03679,29.00724,36.24939,44.39730,53.10428,61.71829,69.72938,77.16034,84.10839,90.52772,95.72028,99.13868,100.93815,100.39751,97.90741,94.05892,89.27086,84.21933,78.78834,72.74945,66.34000,60.09360,54.16151,48.55518,43.46300,39.19374,35.84400,32.99701,30.23701,27.28167,24.07573,20.83591,17.90801,15.59242,14.10668,13.61980
1,1,135.58577,134.55166,134.28354,130.29542,123.50043,119.43787,118.20726,120.37620,126.14288,134.62012,144.34711,154.26679,164.03753,172.68668,179.72940,184.97361,187.99158,188.95929,189.75377,189.81530,188.54741,185.33702,179.07242,169.18501,156.83882,143.61253,130.94146,119.31857,108.72163,99.50243,91.44020,84.30733,77.41251,70.12266,62.46187,54.97445,48.42317,43.34797,40.04568,38.37342,37.91729,38.41815,39.31692,39.96223,39.91103,39.09916,37.90158,37.02271,37.02366,38.00244,39.92785,42.65011,45.70909,48.56642,51.19320,53.26243,54.66208,55.31429,54.87735,53.47371,51.50031,49.43087,47.57904,46.11747,45.28233,45.37194,46.34290,48.04354,50.10975,52.08995,53.74052,54.88895,55.21693,54.45080,52.66630,50.31902,47.95690,45.93732,44.49459,43.73103,43.69627,44.33724,45.45136,46.91851,48.18487,48.83878,48.86592,48.46992,47.89498,47.44813,47.31310,47.20539,46.90685,46.57895,46.34690,46.40452,46.26315,45.73790,45.00596,44.12021
1,1,56.46039,56.26754,55.97611,55.51422,55.55134,57.49912,61.54218,65.16322,68.10230,70.60389,72.87492,74.93844,76.62464,78.07120,79.37543,80.87099,82.21618,83.34983,84.39648,84.75017,83.85775,81.48691,77.75532,73.27328,68.77144,64.41789,59.82366,54.97902,49.89348,44.54207,38.87479,33.12253,27.75999,23.01275,19.05967,15.94036,13.59292,11.91785,10.79858,10.11687,9.78338,9.70588,9.83661,10.10479,10.47382,10.94506,11.47399,12.03878,12.63495,13.19813,13.73190,14.22979,14.63744,14.99640,15.23443,15.22449,14.88086,14.23216,13.38176,12.41390,11.41359,10.58500,10.05010,9.93394,10.36432,11.46173,13.34639,16.00860,19.43313,23.50206,27.97793,32.70372,37.60544,42.42901,46.93243,51.24997,55.12045,57.77437,58.51017,56.91627,52.70219,46.67179,39.82770,33.00795,26.80857,21.50846,17.11910,13.62860,11.02154,9.09686,7.72421,6.86254,6.40496,6.24801,6.35998,6.61044,6.88722,7.13221,7.28897,7.27803
1,1,135.15161,134.50855,134.10861,133.68616,133.05729,132.56844,134.78749,139.27974,141.89650,142.37490,140.59612,136.33752,129.88208,122.16715,113.51741,103.92702,93.70090,83.77425,74.48738,66.23818,59.34543,53.54673,48.63812,44.65901,41.72657,39.80519,38.70469,38.28591,38.42345,38.91919,39.54076,40.22972,40.85884,41.14939,40.98061,40.30264,39.11836,37.49581,35.58080,33.55749,31.48533,29.38375,27.42686,25.62499,23.90645,22.21848,20.57644,19.03072,17.67036,16.54767,15.63066,14.92219,14.40241,14.02872,13.75190,13.51448,13.30736,13.13934,13.00652,12.90359,12.84228,12.81523,12.79510,12.77372,12.72263,12.61016,12.42934,12.20409,11.91059,11.54301,11.13561,10.73156,10.32491,9.90639,9.48691,9.09661,8.76439,8.49322,8.27007,8.09466,8.00224,7.95627,7.93536,7.96463,8.00549,8.06728,8.16598,8.28476,8.39398,8.53043,8.69360,8.84433,8.98044,9.04791,9.02452,8.90484,8.65783,8.34838,8.00359,7.60172
1,1,148.70650,149.23197,149.26054,149.10838,148.87567,148.37861,148.55787,145.51157,137.44495,130.64760,123.50193,115.85140,108.38049,100.79833,93.26236,86.20026,79.90307,74.65601,70.88809,68.73368,68.13247,68.74707,70.17788,72.30824,74.73976,77.13796,79.37379,81.41027,83.09211,84.16993,84.21868,82.72266,79.44644,74.97908,69.83070,64.55697,59.82291,55.62357,51.84541,48.25583,44.61853,40.92576,37.25514,33.72706,30.49699,27.74857,25.66616,24.36250,23.88159,24.25949,25.56330,27.79180,30.82240,34.47877,38.53150,42.59730,46.24730,48.99618,50.31686,49.81811,47.65392,44.29836,40.20711,35.75452,31.43220,27.69524,24.85672,23.19074,22.99774,24.39161,27.45182,32.26494,38.78874,46.67591,55.47816,64.72248,73.69579,81.39537,87.00484,89.96290,89.64083,85.56381,78.09220,68.51322,58.11988,47.79086,38.11050,29.75849,23.07376,18.06937,14.65110,12.74052,11.97656,12.13232,12.98658,14.22269,15.66832,17.03584,18.10350,18.75605
1,1,104.28925,104.01495,103.80835,103.61885,102.82656,101.03589,99.17560,97.74164,95.87632,92.30111,86.85262,80.02046,72.32613,64.76513,57.61239,50.97386,44.87265,39.32154,34.41984,30.28872,26.94948,24.45597,22.63501,21.36511,20.55196,20.03682,19.70152,19.44213,19.18145,18.84940,18.43563,17.89783,17.20086,16.48079,15.75531,15.07996,14.47227,13.96000,13.54956,13.19089,12.90364,12.64271,12.42154,12.23574,12.05533,11.86073,11.63491,11.37308,11.08908,10.81630,10.56996,10.36430,10.22059,10.12275,10.04908,10.00842,9.99183,9.98208,9.95766,9.89244,9.78944,9.64796,9.49308,9.35244,9.23434,9.13908,9.07058,9.01468,8.94988,8.86259,8.75672,8.62456,8.44435,8.22703,7.99954,7.76094,7.53071,7.34278,7.21403,7.16220,7.24334,7.48629,7.92127,8.56953,9.43589,10.49850,11.69889,12.94415,14.05738,14.97699,15.60227,15.85301,15.74612,15.25141,14.44221,13.44601,12.36087,11.29229,10.31138,9.39374
1,1,221.92099,221.22570,220.60303,220.19949,219.35426,215.08541,207.76354,198.50711,187.25803,175.17364,162.66324,150.11999,138.18857,126.94583,116.43169,106.80068,98.08456,89.94873,82.47720,75.70915,69.67828,64.63789,60.44631,56.82993,53.35733,49.52862,45.54302,41.66552,38.15245,35.26240,32.97658,31.35048,30.32918,29.69102,29.37054,29.23463,29.09892,28.90658,28.88777,29.03404,29.55948,30.71513,32.21465,34.06040,36.14715,38.18213,39.88987,41.04581,41.46374,41.18820,40.56656,39.78981,39.03938,38.46977,38.15294,38.08305,37.91583,37.24503,35.85704,33.72707,31.08227,28.11034,24.88955,21.61630,18.56114,15.90516,13.71749,12.04758,10.92246,10.33007,10.25065,10.69313,11.63640,12.99033,14.67124,16.64925,18.80137,21.02488,23.14393,24.81546,25.65272,25.64915,25.13039,24.53849,24.20563,24.34308,25.12064,26.59970,28.61550,31.34890,35.01255,39.61696,44.95909,50.66580,56.09405,60.49820,63.26631,63.81383,62.45450,60.15034
1,1,106.33017,106.41828,106.53509,105.93838,104.34348,102.18385,99.71384,96.88999,93.75203,90.57046,87.51665,84.27791,81.06362,77.85039,74.62650,71.69018,69.22269,67.61917,66.83890,66.66738,66.97849,67.58558,68.31830,68.94873,69.22240,68.90678,67.83536,65.91570,62.84155,58.92750,54.91481,51.36560,48.72416,46.94467,45.92664,45.50517,45.47957,45.94064,47.03188,48.67954,50.78851,53.16861,55.27973,56.63969,56.74399,55.29597,52.43353,48.69628,44.68725,40.80681,37.27337,34.19926,31.68635,29.85455,28.51537,27.68940,27.32543,27.20578,27.36408,27.61956,27.89766,28.07450,27.95461,27.48888,26.71420,25.77460,24.75421,23.66022,22.52746,21.42908,20.41353,19.47256,18.59264,17.79742,17.10428,16.46747,15.78227,14.98118,14.11097,13.28702,12.52695,11.88320,11.38870,11.03545,10.82818,10.76317,10.85286,11.06125,11.33241,11.65528,12.02710,12.39673,12.72518,12.96235,12.98417,12.63230,11.96149,11.13521,10.28205,9.46473
1,1,126.01008,126.78029,126.49981,126.14090,125.68015,123.04177,118.54345,112.96924,106.73755,100.37334,94.33347,88.87749,84.15438,80.17245,76.61442,72.97105,68.99894,64.65662,59.95816,55.27472,50.95096,47.14743,43.90921,41.32056,39.42641,38.15586,37.33814,36.76589,36.25289,35.65144,34.80183,33.56336,31.93820,30.15109,28.31644,26.52177,24.87771,23.26840,21.81403,20.52768,19.32969,18.32287,17.48247,16.82661,16.35692,16.01679,15.81511,15.71862,15.69784,15.71717,15.71750,15.73023,15.70646,15.61482,15.48708,15.30311,15.13128,14.95818,14.75299,14.59313,14.48937,14.41703,14.38054,14.40174,14.44980,14.51606,14.56753,14.56943,14.52268,14.42713,14.30670,14.16179,13.98894,13.83373,13.63464,13.38550,13.10733,12.78893,12.48048,12.20618,11.97999,11.83025,11.78933,11.84735,12.00394,12.24419,12.50715,12.72166,12.88398,13.04074,13.20433,13.30969,13.37747,13.37588,13.27089,13.09416,12.89369,12.68369,12.46754,12.25187
1,1,96.67311,96.84644,96.65744,96.53112,96.25951,95.57078,95.56320,95.78621,95.88769,95.79711,95.47013,94.91078,94.09859,92.97319,91.85920,90.87659,90.04468,89.70772,89.90768,90.30924,90.47838,90.16479,89.50274,88.99269,89.09235,89.60958,90.06073,90.37457,90.58662,90.40599,90.33356,90.54350,91.05892,91.57967,91.51570,90.36681,87.52010,82.85301,77.27399,71.26327,65.15067,60.70311,57.99435,56.83232,56.44770,56.15519,55.89754,55.65117,55.81641,56.24427,56.26611,55.38544,53.65033,51.23362,48.00311,44.34774,40.56285,36.75431,33.14270,29.88815,27.47237,26.00372,25.34917,25.31911,25.67824,26.25991,26.78583,27.07542,27.01096,26.55292,25.79900,24.84693,23.80988,22.74995,21.71667,20.76754,19.88461,18.91207,17.81848,16.66914,15.58292,14.59973,13.69233,13.15483,12.96290,13.10034,13.53164,14.11094,14.75465,15.38888,15.73390,15.64588,15.12402,14.22200,13.14287,12.13249,11.45404,11.21376,11.42012,12.11234
1,1,105.09472,105.33731,104.89861,104.44593,104.06061,103.43496,102.90941,103.45891,104.90435,106.02179,106.34450,105.92456,105.02723,103.93909,102.64216,101.07166,99.60077,98.36735,97.28784,96.53455,96.27486,96.42981,96.68421,96.18901,94.53786,91.42530,86.96570,81.27083,74.65818,68.02367,62.18195,57.44178,53.98438,51.74123,50.63541,50.55976,51.43375,53.16630,55.30449,57.43465,59.46554,61.59143,63.59778,64.97264,65.38164,64.71300,63.02526,60.45090,57.35501,54.00448,50.83137,48.28028,46.46035,45.30532,44.68613,44.47254,44.04422,42.92817,40.77527,37.63758,34.17730,30.90316,28.18308,26.05452,24.43690,23.22433,22.22189,21.19879,20.08033,18.97893,17.96437,17.06281,16.31243,15.68686,15.16895,14.75869,14.36429,13.95410,13.52565,13.10787,12.71622,12.36466,12.05949,11.78070,11.51817,11.27168,10.97583,10.66340,10.38390,10.10855,9.84169,9.62730,9.37853,9.17220,8.99032,8.83708,8.70041,8.58893,8.51866,8.39481
1,1,186.87630,186.51550,186.52736,186.65368,186.58543,186.36337,186.77644,186.68869,186.38426,182.39849,171.55895,159.87065,145.97106,130.63303,115.15839,100.41884,87.31790,75.10553,65.95534,60.23394,57.79854,59.31700,64.66527,73.39409,84.80987,97.66880,110.35658,121.38107,129.50228,133.26101,132.58543,128.34168,121.65617,113.56175,104.14732,93.91257,83.33574,72.65468,62.23534,52.78037,44.55957,37.44490,31.38633,26.44627,22.53725,19.53741,17.38685,15.91142,14.86651,14.08842,13.50326,12.96287,12.43213,11.90563,11.43429,11.18174,11.27128,11.86066,13.08704,15.05399,17.84451,21.48964,25.89241,30.95549,36.42220,41.77443,46.47324,50.30968,52.88650,54.28270,54.61073,54.15302,53.91170,54.33855,55.24920,56.75399,58.75691,60.77056,63.12340,65.67621,67.78227,68.63725,67.63369,64.72330,60.64209,55.86031,50.80151,45.91691,41.48705,37.49060,33.60137,29.78762,26.05915,22.44923,19.17169,16.25335,13.85206,11.98821,10.58370,9.60338
1,1,71.69495,71.64927,71.25713,71.02235,70.66104,70.44042,69.36438,66.91572,63.60275,59.92892,56.28606,52.86798,49.79329,46.91327,44.21220,41.58618,39.45622,38.20641,37.98992,38.88738,40.56338,42.23240,43.21251,42.97802,41.35340,38.57739,35.27139,32.08427,29.28713,26.99283,25.16917,23.61237,22.09923,20.65498,19.34968,18.17649,17.15340,16.30449,15.68239,15.28887,15.07290,14.93182,14.78162,14.53987,14.14837,13.65542,13.10934,12.56185,12.03899,11.55500,11.12901,10.78099,10.50594,10.29570,10.11258,9.94559,9.78947,9.64799,9.52355,9.42534,9.35354,9.29074,9.24648,9.21620,9.17373,9.11214,9.02864,8.89291,8.71546,8.49882,8.29031,8.13640,8.08669,8.18996,8.50897,9.07043,9.90805,11.06680,12.49479,14.06161,15.57064,16.80212,17.61273,17.89092,17.51044,16.66603,15.78986,15.37447,15.72180,17.01742,19.29556,22.48318,26.49630,31.12223,36.14592,40.94931,44.52202,46.76168,47.45798,46.44145
1,1,184.50050,183.38407,183.05746,182.12123,181.51191,185.98930,197.04904,207.66394,213.37610,215.08048,211.71748,203.53732,191.21808,175.95317,159.03975,141.19135,123.77993,107.99903,94.48123,83.36491,74.59311,68.22522,63.86896,61.00605,59.35070,58.71116,58.53733,58.52946,58.19639,57.01384,55.14379,52.89963,50.54945,48.21918,45.90854,43.62972,41.55414,39.69756,37.98889,36.39895,34.93437,33.55847,32.28309,31.13296,30.11311,29.21967,28.42698,27.77897,27.26252,26.79172,26.32555,25.82013,25.22112,24.58288,23.99671,23.44027,22.98926,22.53826,22.06624,21.62561,21.10011,20.60726,20.20093,19.86049,19.55398,19.25940,19.02581,18.87748,18.78862,18.69651,18.55251,18.42468,18.31628,18.25098,18.29050,18.43007,18.65618,19.06591,19.62484,20.21104,20.84639,21.37572,21.80946,22.09041,22.06204,21.71336,21.02172,20.18160,19.30891,18.46039,17.89132,17.60597,17.56300,17.81715,18.38877,19.08414,19.74677,20.25008,20.47075,20.28134
1,1,87.75028,87.40058,86.81930,86.16434,85.18958,83.54998,81.73344,80.60198,79.79711,79.14897,78.48971,77.71295,76.94109,75.98946,74.47426,72.18469,68.85786,65.02716,61.20446,57.73050,54.92757,52.69622,50.47298,47.80800,44.73294,41.61937,38.83077,36.47611,34.61486,33.07395,31.51445,29.88534,28.47214,27.47098,27.09377,27.31840,28.01123,28.78604,29.23528,29.08356,28.26569,27.07553,25.52464,23.75688,21.95815,20.29456,18.85682,17.59927,16.44985,15.42707,14.47911,13.60172,12.85115,12.22660,11.69746,11.25220,10.89617,10.63260,10.43915,10.30105,10.20386,10.10757,9.99040,9.82689,9.59967,9.33210,9.03158,8.69947,8.34868,7.99185,7.64838,7.36167,7.17959,7.15572,7.37981,7.93517,8.90991,10.49653,12.79199,15.91121,19.92630,24.71877,30.04287,35.60902,41.15579,46.03660,50.27878,54.00869,57.47460,60.75426,63.39026,64.98019,64.49530,62.17010,58.77484,54.79500,50.34750,45.17841,39.08134,32.47830
1,1,179.24399,178.71855,178.10150,177.83790,178.21573,178.28006,173.26416,163.53671,152.71148,142.60761,133.07462,123.96710,115.40664,107.66786,101.03898,95.69521,91.97683,89.74941,88.15350,86.07450,82.99858,79.01858,74.42734,69.40348,63.99159,58.30828,52.36862,46.36102,40.68147,35.47924,30.97537,27.35572,24.62919,22.66255,21.41387,20.79936,20.78631,21.38343,22.51583,23.98354,25.71448,27.42683,28.72876,29.63693,30.30465,30.65098,30.77307,30.99613,31.22173,31.29618,31.20781,31.04366,30.85473,30.58536,30.16150,29.37618,28.04958,26.28492,24.35534,22.40772,20.62623,19.18958,18.04738,17.16252,16.45465,15.86949,15.37964,14.89347,14.46217,14.08046,13.69541,13.29824,12.90266,12.52619,12.20315,11.94435,11.72318,11.57734,11.48687,11.43635,11.44226,11.50580,11.61095,11.76164,11.97448,12.26423,12.63454,13.04598,13.50618,13.98482,14.37694,14.65042,14.76255,14.76742,14.70759,14.49714,14.11718,13.60379,12.98560,12.26750
1,1,100.83592,103.01358,104.92138,106.62709,106.12698,104.28445,102.50314,101.25389,101.48366,103.07745,105.13855,107.23222,108.61130,108.19421,105.13050,99.43953,92.36606,85.10084,78.58414,73.73869,70.43213,68.56828,67.37401,65.75611,63.04336,59.08866,54.35327,49.24059,44.04444,39.12039,34.75872,31.05331,28.00170,25.66466,24.02299,22.98648,22.54350,22.57549,22.91158,23.39359,23.92330,24.26750,24.21576,23.72091,22.93049,22.08611,21.25168,20.48617,19.81299,19.23826,18.79161,18.54260,18.57122,18.91166,19.58311,20.51691,21.63227,22.92384,24.37103,25.77584,27.02083,27.74510,27.80123,27.41429,27.07773,27.15960,27.87543,29.16292,30.79292,32.38428,33.77987,34.80781,35.47080,36.29802,37.62825,39.65702,42.35975,45.25396,46.98970,46.49154,43.42732,38.83088,33.71039,28.82950,24.46118,20.76763,17.86395,15.72090,14.21421,13.25247,12.70050,12.40987,12.28772,12.23172,12.23862,12.29539,12.31953,12.43517,12.49528,12.54151
1,1,132.39097,134.49163,135.74054,136.88818,138.51830,140.26870,141.10083,140.17867,137.91873,134.02428,128.29455,121.10606,112.54036,103.02895,93.22856,83.77240,75.55737,69.28208,65.37399,64.12197,65.33659,68.72301,73.83756,79.50642,85.00431,89.80588,93.20146,94.64801,94.25366,92.61035,90.26233,87.19789,83.15706,77.90968,71.46090,64.21010,56.51130,48.56485,41.11742,34.50481,28.77678,24.11065,20.48108,17.81068,15.99762,14.83785,14.16120,13.79882,13.57744,13.39694,13.16822,12.83599,12.40683,11.90065,11.35640,10.81544,10.29555,9.82176,9.42994,9.16198,9.05465,9.12706,9.40520,9.93301,10.73284,11.83875,13.28307,15.07220,17.22533,19.66964,22.27248,24.97076,27.49516,29.60592,31.22978,32.24974,32.60844,32.22628,30.94145,28.80495,26.08828,23.16648,20.34045,17.84109,15.76495,14.11002,12.94035,12.07533,11.32609,10.71376,10.18238,9.76987,9.54789,9.48070,9.67801,10.20072,11.00179,12.05517,13.26388,14.49003
1,1,102.32416,104.44450,102.23259,104.45439,111.56470,116.60712,120.29125,122.29652,121.85226,118.90344,113.78749,106.59841,97.53410,87.69312,77.69342,68.03811,59.37358,51.82166,44.71950,38.16149,32.38919,27.56806,23.79815,20.99351,18.88321,17.37820,16.39176,15.74376,15.26577,14.86135,14.37772,13.93374,13.57940,13.29932,13.11601,13.03137,13.05140,13.17928,13.46583,13.96674,14.65870,15.44080,16.23611,16.86301,17.11963,16.85603,16.12334,15.24447,14.31347,13.49470,13.00197,12.93397,13.28287,14.07855,15.23494,16.67145,18.21331,19.57888,20.50756,20.86363,20.65550,20.05723,19.26012,18.45807,17.87746,17.63817,17.75972,18.15866,18.75483,19.50391,20.32492,21.10371,21.89624,22.55137,22.77875,22.45856,21.75391,20.88178,19.90750,18.73144,17.18448,15.29171,13.36199,11.51686,9.88702,8.47731,7.30220,6.42293,5.79247,5.43197,5.23247,5.13928,5.16488,5.26883,5.38329,5.58126,5.78163,5.98536,6.23400,6.46181
1,1,232.51772,231.11643,229.78447,228.62684,227.15022,226.13045,222.38934,214.42657,204.56184,191.75931,175.71535,158.09112,139.66765,118.89957,99.00651,79.13602,60.20269,44.02400,31.57368,23.37309,19.44185,19.38822,22.51372,27.98437,34.97037,42.44421,49.45118,55.58959,60.42988,62.91833,62.29034,59.14271,54.85108,50.58307,47.07467,44.89410,44.96372,47.88264,53.30880,60.69878,68.63156,75.66877,79.83472,80.16544,77.21280,72.06900,66.09353,60.76244,57.45363,57.06968,59.41246,63.74828,69.15636,75.85839,84.40479,94.85447,106.88754,120.13765,133.26821,143.28267,147.11585,144.10145,137.47228,130.78043,126.83816,126.62364,129.91978,135.88347,143.38764,150.01728,151.21939,143.39925,128.00600,109.20056,89.10362,69.60135,51.14234,35.27613,22.52316,13.10481,6.29084,3.91772,4.96018,5.27260,4.27059,3.02431,4.72499,7.60864,11.48576,16.59607,23.06072,30.74777,39.27869,47.88494,55.46327,60.47006,61.31151,57.59548,50.50938,42.03894
1,1,141.75411,141.80315,142.16706,142.44490,142.48297,142.72714,141.63413,138.60616,135.35674,132.85254,131.75149,132.46448,134.95929,138.64506,143.29289,148.41956,153.11917,156.38603,156.91360,154.48230,149.58356,142.33683,133.39922,123.88966,115.06536,107.95638,103.08246,100.47688,99.90003,100.97721,103.07313,105.27930,106.94090,107.99753,108.76470,109.39184,110.19180,111.31594,111.95096,112.20664,112.22417,111.62914,109.82441,106.59046,101.99429,96.03603,88.66739,81.14423,74.19199,67.96326,62.67583,58.28035,54.98022,52.82093,51.41452,50.58037,49.93194,49.17770,48.39576,47.86832,47.63841,47.48347,47.06746,46.19986,45.09559,43.93315,42.75833,41.69840,40.79307,40.19671,40.12173,40.62359,41.59016,43.03899,44.90307,46.83394,48.66008,49.83390,50.00118,49.36738,47.89687,45.90836,43.92571,42.34325,41.24173,40.57555,40.08425,39.36102,38.14772,36.38705,34.26401,32.03707,29.80007,27.73719,25.89830,24.26930,22.94812,21.88594,21.03609,20.38809
1,1,81.92607,82.24902,82.55073,82.89183,82.96373,82.96041,85.09496,87.45703,88.74113,89.08087,88.64310,87.61524,86.64834,86.15141,86.64527,88.45499,91.26185,94.54138,97.55028,99.86164,101.73373,103.57543,105.18475,106.25059,106.27246,104.98770,102.58983,99.67614,96.91456,94.04465,90.70603,86.56979,81.89836,77.87344,75.05466,73.85441,74.20079,75.49336,76.76367,76.97693,76.12243,74.26042,71.55816,68.26564,64.38438,59.82266,54.97810,50.19327,45.75988,41.90254,38.41616,34.99339,31.34506,27.67815,24.40997,21.67152,19.59973,18.12676,17.13483,16.49752,16.08205,15.79266,15.54609,15.33374,15.17721,15.10678,15.15574,15.32861,15.63844,16.06360,16.52206,16.92435,17.23086,17.37636,17.27764,17.01448,16.70274,16.40401,16.27905,16.24283,16.26035,16.31228,16.32856,16.27327,16.18622,16.01904,15.77540,15.45617,14.99507,14.40295,13.82987,13.32372,12.86337,12.43278,12.03254,11.69283,11.42183,11.31436,11.43743,11.74692
1,1,51.34515,51.79714,51.58936,51.73059,52.66372,53.05700,52.61239,51.71883,50.66564,49.72532,49.09998,48.84892,48.92354,49.30984,50.03846,50.84847,51.35578,51.50079,51.09394,49.96192,48.06017,45.46652,42.26922,38.61519,34.73377,30.92238,27.48049,24.54509,22.16838,20.37778,19.04242,18.01925,17.25202,16.77344,16.61449,16.85118,17.54885,18.72455,20.34761,22.29806,24.46608,26.68674,28.59427,29.84424,30.20038,29.61560,28.27140,26.42711,24.28470,22.01619,19.79974,17.69874,15.79838,14.17989,12.86642,11.85482,11.14120,10.70286,10.48500,10.41874,10.46659,10.58133,10.72736,10.95317,11.23457,11.55930,11.93075,12.29954,12.65213,12.93324,13.08319,13.10713,12.95715,12.65677,12.24833,11.72183,11.14527,10.58059,10.06744,9.62766,9.24929,8.93390,8.66671,8.39760,8.07942,7.72462,7.37181,7.04538,6.73894,6.45138,6.19819,5.98788,5.79517,5.62627,5.49177,5.37889,5.25531,5.13892,5.03358,4.92157
1,1,139.58420,138.20639,139.44855,139.79373,138.13193,137.72750,137.92230,136.64973,133.11446,127.87949,120.98943,113.41763,106.02466,99.27663,93.50236,88.63487,84.33714,80.49363,77.27385,74.91424,73.80444,74.08379,75.66004,78.13853,80.81236,83.62759,86.47506,89.18413,91.63388,93.49868,94.39783,94.19393,92.75589,90.03153,86.92406,83.95897,81.29580,79.07233,77.55265,76.89401,76.89467,77.09175,76.94214,76.05024,74.54417,72.51864,70.11668,67.63171,65.27172,63.25333,61.73896,61.07750,61.49785,62.13545,63.27351,64.65681,65.49932,65.69411,65.21173,63.82051,61.89932,59.81292,56.94809,54.34402,52.08116,49.72547,47.23669,44.60115,41.86868,39.12385,36.40227,33.69933,31.13427,28.91778,27.17611,26.00188,25.49779,25.49827,25.86431,26.53821,27.50776,28.76793,30.27773,31.89744,33.47974,34.87927,35.91497,36.73297,37.45786,37.91105,37.74803,36.95155,35.55724,33.63733,31.29403,28.60754,25.62154,22.59717,19.70919,16.95308
